id,squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
14721,83015,50,0,1,41,68113,9,10,2006,1,1,815,2309,121,0,5,8310321.6
14722,15763,38,0,0,58,37518,8,9,1994,0,0,5379,3534,934,0,7,1581323.4
14723,26089,84,0,0,37,75957,10,3,1999,1,1,815,1841,433,0,6,2615439.9
14724,38513,5,0,1,8,4980,1,3,2013,0,0,705,342,399,0,2,3853759.3
14725,38900,58,1,0,40,7067,4,8,2000,0,0,1587,5252,546,1,0,3899539.2
14726,68862,54,1,0,59,88321,9,7,2017,0,1,7247,2247,929,0,5,6891082.7
14727,9920,8,1,1,37,37200,4,10,1997,0,0,6292,5761,398,0,1,996888.7
14728,3912,64,0,0,43,88624,9,8,2000,1,1,4394,5628,878,1,10,395955.1
14729,5725,85,1,1,18,843,7,9,2009,0,0,2412,1754,218,0,1,576509.9
14730,36417,27,0,0,9,78978,7,4,1997,1,0,7269,9076,240,0,8,3645546.7
14731,7888,38,1,0,50,1147,4,9,2004,1,1,73,8037,133,1,7,794180.4
14732,58958,10,0,1,5,78116,4,6,1997,1,0,8,4685,914,1,7,5903746.7
14733,3475,4,1,1,30,95329,5,7,1998,1,0,7341,7341,214,1,4,355722.8
14734,42826,38,1,1,41,27775,1,8,2019,0,1,1864,34,924,1,10,4290813.9
14735,32597,11,0,1,61,98169,7,2,1993,0,1,3494,3494,547,0,6,3269431.3
14736,86929,12,0,1,80,63947,2,5,2003,1,0,7612,1678,122,1,9,8696869.3
14737,82736,24,0,0,55,23527,3,2,2007,1,0,6424,5174,480,1,4,8276711.7
14738,69261,36,0,1,49,39675,7,3,2008,0,0,4198,3575,558,1,5,6935036.8
14739,84696,69,0,0,79,7310,5,8,1991,0,1,1044,5286,541,1,5,8472972.1
14740,5399,16,0,0,55,9659,4,9,2000,0,0,6552,9281,455,0,10,541400.2
14741,95012,24,0,0,55,82621,4,9,2015,1,1,5631,8319,501,0,8,9504611.5
14742,71164,19,1,1,5,8686,8,2,2019,0,0,7650,5075,456,0,4,7121656.9
14743,58036,22,1,0,52,45524,4,7,2006,0,1,4190,530,506,0,7,5810570.6
14744,79399,38,0,1,52,52908,4,1,2006,1,0,8001,7513,538,0,9,7946835.6
14745,8626,35,0,1,38,96016,8,7,1994,0,1,2675,8714,810,1,6,863829.4
14746,45867,98,1,1,62,41583,2,4,2019,0,0,5092,4388,865,0,2,4594103.9
14747,90859,38,0,0,28,3712,1,1,2018,0,1,8940,899,974,1,1,9090821.8
14748,35447,58,1,1,54,4317,8,8,2017,0,0,705,6563,977,0,4,3550859.7
14749,99227,21,0,0,87,55157,4,10,2000,0,1,7438,6386,576,1,0,9936021.1
14750,21413,22,0,0,49,2059,8,8,1993,1,0,6301,4606,463,1,5,2149706.3
14751,10040,80,0,0,99,87582,5,10,1994,1,0,575,9080,404,1,8,1010790.4
14752,92204,55,1,0,49,1541,8,5,2008,1,0,6970,8053,534,0,6,9226065.8
14753,8108,51,1,1,81,18507,2,2,2000,1,0,2317,7677,959,0,10,821804.2
14754,19985,69,1,0,19,26389,10,4,1999,1,1,3175,4926,918,1,8,2006910.9
14755,88589,95,0,0,79,38481,1,2,2000,1,0,8394,1223,121,0,2,8866678.1
14756,34980,22,1,1,89,98496,3,4,2016,0,0,3108,1288,179,0,3,3507649.6
14757,65137,99,1,0,8,21075,2,7,2006,0,1,9165,9680,985,0,2,6516431.6
14758,50875,60,1,0,7,42046,5,1,2020,0,1,8428,4362,178,1,7,5097157.1
14759,64736,98,0,0,24,58072,4,2,2016,1,0,1757,2352,425,1,8,6480225.6
14760,91007,49,0,0,6,34414,7,3,2004,0,0,9535,3537,109,0,6,9101688.4
14761,64576,54,1,0,99,27554,9,2,2014,0,0,7675,4350,236,0,7,6463138.4
14762,37225,86,1,0,45,7443,1,8,2000,0,0,6386,7649,172,0,9,3729864.0
14763,90087,28,0,1,86,15556,9,3,1995,1,0,3382,3348,523,1,4,9015048.5
14764,68072,59,0,0,55,21153,2,5,2019,0,1,783,267,142,0,2,6812764.9
14765,98350,34,0,0,96,23526,2,8,2000,0,1,6390,4624,135,1,2,9843345.2
14766,40884,41,0,0,41,57787,8,2,2000,1,0,8703,8905,847,0,3,4100865.1
14767,83647,20,0,0,67,30779,3,5,2003,0,0,3249,4753,877,0,8,8367526.3
14768,10380,44,0,1,34,76780,10,8,2000,0,0,9131,4762,234,0,8,1049793.1
14769,35944,12,1,1,48,78812,5,3,2000,1,0,7476,3509,361,1,9,3601009.0
14770,29951,37,1,0,33,27296,9,8,1995,0,0,9536,7315,326,1,4,3002371.5
14771,10437,46,1,0,46,49736,5,2,1999,1,1,9326,2326,123,1,4,1050183.9
14772,52689,50,0,0,64,21492,8,5,2003,0,1,8435,6411,213,0,7,5273689.3
14773,52756,78,1,1,36,40586,9,5,2016,0,1,5291,6234,835,1,1,5281141.6
14774,7141,35,1,0,87,30287,3,5,2009,0,1,6459,5075,873,0,4,726445.9
14775,57798,51,1,1,46,58329,10,5,2017,0,1,431,7703,523,1,2,5783464.7
14776,78851,27,0,0,93,64354,6,9,1998,1,0,6427,4686,902,0,4,7891785.8
14777,3723,24,1,0,96,8040,5,5,2000,1,0,9676,7146,153,0,10,378299.0
14778,28284,1,0,0,5,84667,7,1,2003,1,0,5359,8369,814,1,9,2834962.3
14779,22238,6,0,0,52,28322,1,5,2000,0,1,4055,3454,555,1,2,2236646.2
14780,74012,45,0,0,99,24540,5,1,1998,1,0,6432,6596,379,0,4,7410308.8
14781,21843,5,0,0,41,82629,6,4,2018,0,0,8835,3477,515,1,10,2186457.8
14782,5329,8,1,0,80,37462,1,6,1993,0,1,7013,8481,678,0,5,541599.3
14783,35519,28,1,1,28,26185,3,2,2003,1,0,3231,7709,875,1,2,3558953.3
14784,6592,38,0,0,64,784,2,7,2014,0,0,3579,1598,396,0,7,666733.4
14785,67491,81,0,0,35,42653,9,5,2007,0,1,6797,2055,254,0,9,6750826.7
14786,42395,56,1,1,58,26015,5,5,2018,1,1,3586,7192,692,0,10,4247150.8
14787,98283,41,0,0,97,23526,3,5,2000,1,1,9584,3508,272,1,3,9843345.2
14788,43759,53,1,1,41,67796,3,8,1999,0,1,7193,973,308,1,5,4384655.9
14789,47647,47,0,0,98,50259,10,9,2014,0,0,9764,3360,317,0,6,4776741.4
14790,87873,51,0,0,82,38256,9,5,2017,0,1,4774,9085,402,1,3,8793354.7
14791,44698,37,0,1,13,26167,6,4,2003,0,1,4564,3793,809,0,0,4473490.3
14792,873,13,0,1,51,96835,1,1,2005,0,1,3253,8708,124,1,6,92386.5
14793,78916,18,0,1,17,7818,8,8,2009,0,1,2637,6866,242,0,8,7897498.9
14794,28436,42,0,0,64,78485,2,8,2007,0,0,2929,898,643,0,8,2849892.7
14795,56659,73,0,1,56,16258,9,3,1995,1,0,3056,1381,554,1,5,5671005.2
14796,40849,79,1,0,22,76192,8,8,2007,1,1,3181,7146,814,0,5,4086314.7
14797,85795,94,0,1,58,63448,1,5,2019,0,0,7267,5525,544,0,8,8585311.9
14798,7789,35,1,0,18,35661,7,5,1998,1,0,9576,1071,687,1,2,784603.8
14799,92159,42,1,0,86,46805,1,7,1997,1,1,4111,4926,474,0,3,9220693.7
14800,29480,41,1,1,82,91241,8,1,2018,1,0,8263,2640,946,0,7,2958907.8
14801,72445,41,1,1,36,69446,8,8,2013,1,1,4774,9187,212,1,2,7249734.3
14802,4308,51,1,0,5,77004,10,4,2003,0,1,9798,9298,919,1,7,432778.3
14803,15713,58,0,1,38,68998,5,2,2006,0,0,4646,5526,908,0,10,1576682.6
14804,39611,35,1,0,59,85684,9,1,2005,1,0,8575,6596,409,1,10,3968264.5
14805,61839,9,0,1,38,54901,1,1,2009,1,1,4173,5435,555,1,5,6189722.9
14806,31820,32,1,1,14,61565,8,8,2006,0,1,5751,82,986,0,8,3185287.6
14807,50168,41,1,1,34,19018,10,4,2003,0,0,9584,6514,236,1,3,5022293.3
14808,31585,6,1,1,45,85871,4,7,2016,0,0,959,4738,495,0,8,3165163.6
14809,69375,38,1,0,5,20678,3,4,2003,1,0,5601,4010,707,1,0,6952253.3
14810,17109,89,0,0,57,41754,6,1,2000,0,0,7538,1142,643,0,5,1719159.0
14811,80699,18,0,1,35,17757,8,1,2009,0,1,4707,7109,434,0,6,8074576.9
14812,74175,79,1,1,4,90818,4,6,1993,0,0,7448,4778,366,0,7,7421888.3
14813,75616,54,0,1,50,74452,10,6,2006,0,1,7963,5066,414,1,9,7571050.6
14814,9601,81,0,0,57,33126,7,8,2016,1,1,7145,356,772,1,6,963424.6
14815,44561,7,0,1,16,67748,4,5,2000,1,1,2681,973,426,0,6,4460766.2
14816,43585,32,0,1,46,89698,6,8,2014,0,1,3231,7698,117,0,6,4364529.0
14817,94185,62,0,0,4,28593,2,9,2015,1,0,2952,1814,470,1,2,9422126.5
14818,25133,10,1,0,65,15518,2,5,2000,1,1,755,1850,944,0,3,2516676.0
14819,2905,86,1,1,25,97667,2,3,2000,0,0,8498,4583,254,0,4,301138.1
14820,60826,84,1,0,15,39705,2,1,2016,0,0,6257,9507,875,1,7,6087968.6
14821,28076,8,0,1,81,18782,4,7,2004,1,0,87,4363,655,0,2,2819687.4
14822,82196,42,1,0,100,77570,10,10,2014,0,1,8435,4922,826,1,2,8227563.4
14823,18243,58,1,0,50,49702,1,3,1995,0,0,8884,5685,117,0,3,1826399.5
14824,60186,96,1,1,24,36137,9,1,2000,1,0,3878,571,939,0,9,6024280.0
14825,65825,62,1,0,55,66766,2,7,2007,1,0,7470,7839,565,0,0,6586250.7
14826,56999,47,1,1,63,58348,7,8,2017,0,0,8245,6174,583,1,3,5709030.7
14827,55994,46,1,1,35,14637,2,6,2016,1,1,7249,4370,123,0,9,5610385.6
14828,17889,58,0,1,84,21451,9,9,2000,0,0,6772,2305,250,1,0,1797252.2
14829,35691,94,1,1,75,26910,7,3,2000,0,0,9834,8011,950,1,3,3577017.2
14830,88065,36,0,0,17,1839,6,6,2003,0,0,478,4287,512,0,0,8808060.3
14831,900,88,0,1,16,73838,2,7,2008,0,1,3535,549,849,1,1,100197.8
14832,65472,80,0,1,98,45626,4,6,2000,1,0,8139,7359,133,0,8,6549900.1
14833,5758,7,0,1,16,55218,6,9,2018,1,1,7928,3638,681,0,5,579242.8
14834,98648,67,1,1,43,4547,8,9,2007,0,1,749,7813,565,0,3,9875795.7
14835,14293,63,1,0,6,67570,7,6,2013,1,1,9579,2114,810,1,9,1432820.3
14836,10128,42,0,1,38,84658,8,3,1994,0,1,3531,9611,847,1,3,1021009.4
14837,26223,18,1,1,76,22460,3,9,1994,0,0,5284,2337,674,0,0,2628273.4
14838,40736,54,1,1,46,86037,9,3,1994,1,0,1637,1443,237,1,2,4087187.4
14839,97831,65,0,0,64,68397,2,3,2004,1,1,8859,4428,520,1,3,9790034.4
14840,14314,26,0,1,7,5357,2,6,2019,1,1,7476,6651,908,0,2,1436966.9
14841,68577,24,0,0,47,40113,8,7,2014,0,0,8619,8258,222,0,4,6862389.4
14842,13194,6,1,0,8,42634,2,5,2000,1,1,2848,453,944,0,8,1325734.0
14843,7533,91,1,0,17,29693,5,5,2000,0,1,707,7529,392,0,8,755909.2
14844,71676,14,1,1,35,2770,7,7,2009,0,0,64,3383,920,0,5,7178514.9
14845,78992,50,0,1,69,50551,9,5,1996,0,1,7815,8645,494,0,0,7903591.6
14846,6253,11,1,0,5,96728,5,8,2007,0,0,9728,3034,811,1,8,626613.7
14847,96018,64,1,0,35,87768,3,8,1996,1,0,6203,6708,164,1,4,9606040.6
14848,23213,37,1,0,4,75970,9,5,2018,0,1,1798,4942,999,0,5,2327859.8
14849,70891,95,0,1,36,22348,9,10,2000,0,1,8384,9758,455,0,6,7092821.2
14850,51827,41,0,1,7,93969,9,8,2007,0,0,7835,3294,124,0,9,5192441.7
14851,29758,7,1,1,74,10612,5,5,2000,0,1,9477,4927,877,1,3,2982078.1
14852,20453,65,0,0,41,20372,2,6,2000,0,1,125,4377,122,1,3,2055870.1
14853,23854,41,0,1,23,34698,9,5,2004,0,1,8133,3233,117,0,10,2390350.4
14854,76932,60,0,0,7,59722,5,6,2011,0,1,7663,2068,968,1,10,7698911.0
14855,27581,35,0,0,17,57434,2,2,2008,0,0,1208,4704,274,0,7,2763880.8
14856,38398,84,0,0,43,1906,8,8,1994,0,0,7381,9244,485,0,8,3842545.4
14857,38490,74,0,0,14,98031,6,1,2007,0,1,9018,515,801,1,3,3853460.7
14858,66180,63,0,0,6,60701,6,5,2003,0,0,6148,8708,121,1,6,6619700.3
14859,67870,50,1,0,25,25270,3,3,2007,0,0,5092,959,377,1,3,6793060.7
14860,77604,47,0,0,49,67056,7,2,2019,0,1,2246,7762,335,1,1,7767659.9
14861,28399,90,0,0,35,85004,4,7,1993,0,0,8955,4509,112,1,6,2844533.3
14862,49939,6,1,1,46,72398,8,10,2010,0,0,909,5256,326,1,7,5006544.0
14863,55153,86,1,0,85,96500,9,6,1997,0,0,7593,1854,624,0,0,5521415.7
14864,99985,77,1,0,40,28887,6,9,2003,0,0,3074,5286,354,0,5,10004278.3
14865,9845,86,1,0,13,30643,7,9,2000,1,1,3551,7782,999,1,0,988800.2
14866,64246,90,0,1,30,7469,9,4,1995,0,1,2181,843,415,1,4,6435521.5
14867,7808,8,1,0,18,64868,5,1,2008,1,0,5959,3534,846,0,8,789027.8
14868,39477,44,0,0,80,49199,8,9,1999,0,0,984,5178,381,0,0,3950541.9
14869,5216,33,0,1,52,76677,2,7,2013,0,0,3279,5702,881,1,8,523333.3
14870,921,6,0,1,49,2434,4,9,1997,1,1,3734,2513,753,1,0,105739.7
14871,10564,38,0,0,35,77663,2,7,2014,1,0,7351,7839,655,0,2,1058582.4
14872,5801,78,1,1,52,78427,5,6,2006,1,0,8337,5726,614,0,2,587160.6
14873,31459,18,0,1,78,21375,2,8,1995,0,0,759,1252,755,1,0,3155046.5
14874,55971,94,0,0,35,90843,4,1,2000,0,1,6935,4396,396,0,10,5600410.1
14875,25493,26,1,0,89,97310,9,7,2007,0,0,3129,4291,377,1,4,2555724.7
14876,94351,35,0,1,37,76197,2,3,2018,0,1,8384,803,135,0,10,9442916.8
14877,59704,86,1,0,26,44485,7,7,2009,0,1,868,8645,954,0,5,5974678.9
14878,10380,44,0,0,41,40504,1,4,2020,0,0,8876,803,2048,0,2,1049793.1
14879,89,71,1,0,98,19158,3,4,1995,1,0,4176,3222,172,0,5,10313.5
14880,35522,49,1,1,5,73529,4,3,1994,0,0,9265,8269,998,0,8,3554423.4
14881,91745,49,1,0,48,78375,10,1,2020,1,1,384,5257,819,1,6,9177089.1
14882,4769,88,0,1,20,61945,4,10,2004,0,0,3747,3026,307,1,9,488123.4
14883,25004,11,1,0,41,10612,8,8,2019,0,0,9148,4164,135,1,10,2506029.9
14884,95568,47,1,0,69,52458,9,10,2013,0,1,7248,3481,203,1,2,9566990.3
14885,30603,45,0,0,49,21092,5,5,2000,1,1,2485,7805,241,1,5,3071424.1
14886,74097,27,1,0,37,23261,3,4,2003,1,1,2571,7844,538,0,1,7411597.3
14887,34338,31,0,0,99,78940,6,7,1996,1,1,7710,4500,248,0,2,3442319.6
14888,89999,44,0,1,81,18801,5,10,2014,0,0,2574,4179,158,1,8,9004222.0
14889,3166,61,0,0,4,84874,5,7,2016,1,0,9834,9553,901,1,9,322863.6
14890,42059,46,1,1,37,90818,7,3,2017,1,1,4537,4310,931,1,5,4212125.7
14891,7362,19,1,0,63,22675,2,1,2000,0,0,4767,5418,435,1,8,738168.0
14892,84235,85,0,0,79,74407,8,7,2004,1,0,6361,4027,932,0,1,8431030.4
14893,921,4,0,0,50,9300,3,5,1997,1,0,2663,9560,976,1,1,105739.7
14894,14945,6,1,0,34,55058,6,9,2015,0,0,4166,9168,928,0,2,1501436.5
14895,54706,84,0,0,72,56179,2,6,2011,1,1,8636,9540,459,0,7,5476681.1
14896,49617,54,0,0,1,24554,6,9,2015,1,0,874,1882,993,1,8,4964077.5
14897,42933,84,1,0,4,34643,10,9,2003,1,0,979,1673,662,1,0,4302362.3
14898,2789,50,1,1,59,95940,9,3,2014,1,1,7276,9188,351,0,2,283446.4
14899,4742,86,1,1,88,93883,9,9,2010,0,1,5269,7889,526,1,3,485143.0
14900,23198,89,1,0,81,15172,8,8,1999,0,1,484,509,690,1,4,2326468.9
14901,86387,77,0,0,50,3579,9,3,1998,0,0,8654,7149,372,0,10,8643504.8
14902,66784,53,0,0,7,96197,5,2,2000,1,0,6392,8657,374,1,9,6679374.2
14903,27059,89,1,0,25,7471,2,2,1995,1,1,3437,7308,660,1,5,2712687.1
14904,78189,34,1,0,19,16776,2,3,2014,0,1,5556,4215,914,0,0,7828149.4
14905,9773,83,1,0,4,59061,5,7,2006,0,0,4407,4896,715,0,4,981494.6
14906,22100,67,0,1,50,72927,8,8,2005,0,1,632,827,875,1,6,2217330.5
14907,13131,35,1,1,5,71247,9,6,2003,1,1,5258,8180,126,1,2,1321934.3
14908,84048,16,0,0,38,42649,6,8,2005,1,0,9591,8122,204,0,1,8415253.5
14909,11587,25,1,1,9,87156,5,6,2018,1,1,4258,5062,954,0,8,1160638.8
14910,40792,97,1,0,85,91769,7,1,2018,0,1,8041,3877,953,0,10,4083461.8
14911,38926,7,1,1,26,41433,9,3,2007,0,0,895,796,755,0,1,3902208.7
14912,50118,69,1,0,56,35709,8,9,1998,1,0,8131,7191,356,1,3,5016630.8
14913,23843,36,1,0,37,56954,4,5,1999,0,1,531,5306,936,0,3,2391434.9
14914,1878,88,0,1,52,88670,6,1,2005,0,1,8349,8846,505,0,0,195927.5
14915,65246,86,1,0,15,99552,3,4,2008,1,0,2487,4977,958,0,1,6529755.8
14916,88822,50,0,0,12,94576,8,2,2008,1,0,4158,4981,146,1,0,8885730.8
14917,73741,38,1,1,18,73010,2,5,2005,0,0,782,5726,221,0,4,7377738.5
14918,55209,24,0,1,87,52406,9,5,2006,1,1,8715,4980,685,1,2,5532468.6
14919,54050,26,0,0,55,49185,8,8,2019,1,0,2192,4935,340,1,6,5411419.9
14920,87024,52,1,0,83,23446,7,10,2021,0,1,8584,9057,106,0,0,8714971.0
14921,1453,58,0,1,77,50170,6,1,2009,0,0,4254,3873,977,0,2,152267.9
14922,61557,26,1,0,95,42227,4,6,2000,1,0,8498,1081,308,1,4,6163797.1
14923,20586,78,1,1,97,13408,5,5,2007,0,0,3184,3285,935,1,2,2065934.7
14924,20577,4,1,0,59,43959,5,5,1993,0,0,6411,7357,123,0,7,2064758.3
14925,37822,52,0,1,6,7742,8,9,2000,0,0,7276,3537,496,1,3,3785912.1
14926,77963,38,0,0,35,36360,8,10,2004,1,1,5308,152,143,0,8,7801793.4
14927,8318,57,0,0,55,83334,3,9,2014,0,1,561,4669,768,0,3,832871.4
14928,57720,11,1,0,14,51828,10,2,2017,0,1,4147,9597,428,0,2,5777415.7
14929,21006,8,0,0,32,84536,5,5,2000,1,0,8771,8696,135,0,10,2101237.1
14930,29498,18,1,0,22,87438,10,5,2008,0,1,4966,8181,449,1,1,2961653.8
14931,26943,56,0,1,56,65019,10,5,2016,1,1,759,473,214,0,3,2701654.6
14932,70681,24,0,0,18,91415,10,6,2006,0,0,5359,3294,497,1,7,7072541.6
14933,68667,60,0,0,26,85414,8,1,2015,1,1,6189,215,616,0,4,6867515.5
14934,24140,50,0,0,50,18351,9,5,2014,0,1,3689,6381,698,0,7,2415551.4
14935,5012,38,1,1,64,89259,8,1,2018,0,0,9550,8379,831,0,8,511059.8
14936,31054,13,0,0,43,30282,6,4,1994,0,1,8718,6581,146,0,8,3108729.4
14937,59810,100,0,0,64,25303,4,3,2016,0,1,4560,8160,445,0,0,5991500.6
14938,93192,78,1,0,48,64954,2,4,2014,0,1,8592,3432,210,0,1,9321511.4
14939,77807,95,0,1,69,59977,7,7,2015,0,0,1554,3127,981,0,2,7781711.5
14940,812,58,0,0,50,1839,10,5,2000,0,1,4773,187,689,0,6,81775.1
14941,71370,8,1,0,78,69037,4,9,2013,0,0,4833,3792,626,0,4,7139541.3
14942,15897,8,0,1,76,9174,1,1,2020,1,0,1129,7622,561,0,3,1597325.0
14943,45580,98,1,0,17,78108,10,6,2015,0,1,7430,9969,430,1,7,4569449.5
14944,24942,34,0,0,60,76684,6,9,2003,1,1,513,9958,877,1,2,2502371.3
14945,39383,16,0,1,20,41181,10,8,1994,1,0,469,1247,674,1,9,3948123.4
14946,96395,28,1,1,15,87241,7,4,2016,0,1,7673,5631,557,0,8,9648710.6
14947,88548,96,0,1,93,52015,6,1,2000,0,0,5264,7677,726,1,1,8861525.2
14948,54050,32,0,1,98,49185,6,9,2019,1,0,3835,32,880,1,2,5411419.9
14949,92438,81,0,1,35,1657,8,4,2005,1,0,5420,2440,835,1,6,9255862.5
14950,23843,4,1,0,49,47553,2,6,1999,1,1,8129,8334,313,0,5,2391434.9
14951,28206,38,0,0,60,11070,9,1,2015,1,1,2554,652,754,0,9,2830932.5
14952,26665,69,1,1,49,26170,1,3,2000,1,1,3835,4244,275,0,10,2671587.1
14953,61004,39,1,0,52,77240,3,6,2008,1,0,4957,7606,264,0,5,6103922.8
14954,33550,9,0,0,39,67016,9,9,1999,0,0,805,867,575,0,4,3366345.9
14955,28309,35,0,1,52,37524,8,3,2009,1,1,1729,3753,501,0,9,2838029.9
14956,66508,64,1,0,69,12334,10,5,2020,0,1,7229,723,775,0,9,6652899.0
14957,56004,11,1,1,67,82755,3,7,2016,1,0,8631,8306,501,0,6,5605555.6
14958,3635,18,1,1,1,69358,7,9,1998,1,1,4146,2660,414,0,4,363918.8
14959,38926,50,1,1,6,41410,8,8,2007,0,1,895,1326,775,1,7,3902208.7
14960,80439,78,0,0,89,84390,3,6,2009,0,0,7187,4559,406,1,9,8046219.9
14961,29431,41,0,1,51,21415,5,9,1993,0,1,7937,3587,676,0,7,2945626.3
14962,4800,21,1,0,56,6357,1,7,1995,1,0,8835,7125,573,0,4,489132.5
14963,91967,44,0,0,44,78155,6,3,1998,1,0,732,476,489,0,2,9198819.8
14964,34946,84,0,1,56,51837,4,6,1994,0,0,6935,3151,109,1,4,3500553.4
14965,81219,50,0,0,38,59977,9,4,2005,0,1,439,318,695,1,0,8122770.5
14966,42105,50,0,0,80,28669,1,7,2015,0,0,5368,4176,831,1,4,4211221.5
14967,56557,74,0,0,38,12062,4,3,2013,0,0,9431,3118,101,1,8,5660284.3
14968,71763,39,1,0,7,81035,4,5,2009,0,1,4615,544,240,0,4,7178514.9
14969,89115,68,0,1,38,59594,3,7,2004,1,1,5173,8934,121,0,7,8915897.4
14970,12968,38,0,1,50,22562,9,8,2005,0,0,3771,16,916,0,7,1303596.5
14971,78576,60,0,0,25,87083,9,9,2016,0,1,1637,1820,942,0,0,7861426.6
14972,7169,37,0,0,58,37882,3,8,2003,1,0,3587,8059,137,1,7,722385.3
14973,35912,38,0,1,15,9809,8,8,2018,1,0,8431,1683,544,0,6,3603983.8
14974,10897,13,1,1,59,71768,5,8,2007,0,0,399,1799,715,0,4,1097453.7
14975,14614,21,0,0,22,15589,9,4,2015,0,1,8889,8197,105,0,4,1462577.5
14976,28787,35,0,1,73,24159,7,5,2018,1,1,9198,4910,749,0,5,2889198.8
14977,80746,29,0,0,36,13184,9,10,2003,1,1,438,1609,582,0,3,8077153.3
14978,58612,60,1,0,40,90953,5,5,2020,1,1,6604,7999,653,1,10,5872861.1
14979,34668,85,0,1,78,16238,7,9,2000,1,1,887,7529,432,1,1,3475230.2
14980,15075,91,0,1,75,77172,6,9,2000,1,1,5614,7852,540,1,9,1516872.2
14981,8597,24,1,1,78,77047,5,10,2018,0,0,8135,7526,482,1,1,867204.8
14982,38525,27,1,1,18,35578,10,4,2018,0,1,1728,996,855,0,4,3861258.8
14983,25966,14,1,0,80,22818,6,6,2016,0,0,5073,4957,236,0,4,2604486.6
14984,15534,27,1,0,69,585,9,1,1995,0,1,7264,6322,715,0,9,1556351.5
14985,28790,1,0,0,1,95375,7,9,2005,0,0,8181,8121,123,0,8,2882833.5
14986,81718,18,1,0,19,59625,8,1,2015,1,1,2154,3877,779,0,0,8179978.5
14987,95762,22,1,1,39,64245,5,9,2004,1,0,4778,356,695,0,10,9583086.4
14988,43410,54,0,0,38,84007,9,5,2006,0,0,5306,5514,776,1,8,4346921.6
14989,98755,18,1,1,18,91331,6,3,2014,0,0,5166,6469,279,1,2,9880422.4
14990,32731,26,1,0,78,32715,6,6,1996,0,0,7780,8253,377,1,5,3276617.6
14991,38454,6,1,1,6,72385,9,6,2000,0,0,9637,7394,964,0,6,3848412.0
14992,95490,8,1,1,80,84544,9,7,1990,0,1,6698,6396,515,0,8,9553090.0
14993,83120,70,0,1,7,9809,8,6,2015,1,0,3137,2741,984,1,8,8318749.5
14994,69319,38,1,0,55,9174,6,9,2019,1,0,3382,867,378,0,4,6936067.9
14995,72794,44,0,0,25,73969,7,10,2019,0,1,8173,969,104,0,9,7281001.9
14996,4449,58,0,1,86,90089,8,8,2006,1,1,2147,4305,419,0,7,451954.6
14997,2895,86,0,0,12,58358,6,2,2008,1,0,9177,4977,253,0,10,292915.8
14998,42936,74,1,0,50,80837,6,4,2016,0,1,7265,3373,109,1,9,4300587.6
14999,88898,48,1,1,37,2460,9,5,2018,0,0,6475,6421,214,0,5,8902046.8
15000,20222,26,1,0,37,52126,6,4,2006,1,1,7966,746,140,1,6,2030464.6
15001,8423,9,1,0,22,91175,5,1,2009,1,0,4551,2493,179,1,4,848903.9
15002,43418,86,1,1,49,25081,8,8,2000,1,1,924,5708,736,0,2,4349322.0
15003,70837,26,1,0,62,93659,1,1,2013,0,1,4908,8233,396,1,5,7089763.3
15004,98149,88,0,1,64,2454,9,5,2008,0,1,2372,2279,649,0,1,9820073.8
15005,96598,37,0,0,89,77036,3,10,2007,0,1,8554,6421,342,0,1,9661903.7
15006,24576,61,0,0,4,53104,8,6,1998,1,0,4429,6101,292,0,1,2461159.8
15007,56595,96,1,1,15,21334,1,9,2014,1,1,9286,5236,345,0,4,5664278.4
15008,72829,22,0,0,70,36631,10,2,2008,0,1,8951,8088,501,0,8,7290006.8
15009,85059,92,0,1,70,87676,7,6,2018,0,0,9251,7601,313,0,2,8512407.8
15010,45860,26,1,1,100,88314,1,4,2019,1,1,5689,4589,411,1,10,4591104.9
15011,5177,58,1,0,44,7369,1,8,2013,1,1,6797,7379,678,0,3,523333.3
15012,47413,46,1,0,91,68463,8,5,2005,0,0,6699,5507,426,0,8,4743556.5
15013,9155,61,0,0,14,97714,2,7,2014,0,1,4976,973,976,1,0,922517.4
15014,10496,38,1,0,12,79970,1,8,2007,1,1,5696,4264,559,1,7,1056525.7
15015,81425,100,1,0,70,87315,10,5,2000,1,1,3252,4787,123,1,6,8154947.2
15016,57314,87,0,0,64,98525,6,7,2011,0,1,9477,655,270,0,8,5733991.1
15017,5640,45,0,1,87,61968,5,6,2000,0,0,3649,1757,435,0,5,568560.2
15018,75853,57,1,0,50,48858,2,5,2004,1,0,4648,7733,261,0,5,7591050.4
15019,36936,38,1,1,38,52908,5,4,2006,1,0,8900,5379,473,0,7,3696745.6
15020,604,86,1,1,49,87531,9,8,1995,0,1,4754,9691,999,0,5,71712.5
15021,18501,17,1,1,55,42617,4,4,2004,0,0,5249,1219,136,1,9,1855087.4
15022,68188,59,1,0,1,45826,7,10,2000,1,1,8989,9382,415,1,1,6828051.2
15023,64492,32,1,1,32,5498,6,1,2014,1,1,7292,3174,524,0,3,6459748.4
15024,14745,63,1,0,63,86423,8,4,2013,1,1,6432,103,824,0,8,1486405.3
15025,59993,42,0,1,32,23782,3,8,2015,1,0,7937,6469,274,0,5,6009243.5
